TripId,Clientid,Status,ProviderType,Outcome,Tripdate,RequestTime,PromiseTime,ProviderId,APtime,APtime1,ADtime,Anchor,PickCounty,PickZip,DropCounty,DropZip,TripMiles
12276,28085,S,Primary,Completed,2022-04-01,04:45,04:45,MAG,04:47,04:32,05:50,P,Kings,11212,Queens,11430,7.929999828338623
12281,42566,FA1,E-Hail,Customer Refusal,2022-04-01,22:00,22:28,,00:00,00:00,00:00,P,Kings,11217,Kings,11209,0.0
12290,47552,FA1,E-Hail,Customer Refusal,2022-04-01,10:40,10:41,,00:00,00:00,00:00,P,Bronx,10461,Queens,11422,0.0
12291,2424,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,12:50,00:00,,00:00,00:00,00:00,P,Kings,11221,Kings,11207,0.0
12298,29434,CX,E-Hail,Early Cancel,2022-04-01,05:45,05:01,,00:00,00:00,00:00,P,Bronx,10453,Bronx,10463,0.0
12305,40306,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,17:38,,00:00,00:00,00:00,P,New York,10032,New York,10001,0.0
12308,22320,FA1,E-Hail,Customer Refusal,2022-04-01,09:00,09:38,,00:00,00:00,00:00,P,Bronx,10460,New York,10029,0.0
12311,42566,FA1,E-Hail,Customer Refusal,2022-04-01,21:30,21:30,,00:00,00:00,00:00,P,Kings,11217,Kings,11209,0.0
12317,50199,FA1,E-Hail,Customer Refusal,2022-04-01,17:00,17:40,,00:00,00:00,00:00,P,Kings,11234,Kings,11221,0.0
12330,41438,FA1,E-Hail,Customer Refusal,2022-04-01,06:45,07:36,,00:00,00:00,00:00,P,New York,10030,Bronx,10456,0.0
12348,29434,CX,E-Hail,Early Cancel,2022-04-01,15:21,15:50,,00:00,00:00,00:00,P,Bronx,10463,Bronx,10461,0.0
12352,18226,CX,E-Hail,Early Cancel,2022-04-01,18:30,18:39,,00:00,00:00,00:00,P,Kings County,11203,Kings County,11235,0.0
12353,18226,CX,E-Hail,Early Cancel,2022-04-01,22:30,22:52,,00:00,00:00,00:00,P,Kings County,11235,Kings County,11203,0.0
11696,56336,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,17:15,00:00,,00:00,00:00,00:00,P,New York,10027,Kings,11233,0.0
11700,56336,FA1,E-Hail,Customer Refusal,2022-04-01,17:15,17:45,,00:00,00:00,00:00,P,New York,10027,Kings,11233,0.0
11718,42777,FA1,E-Hail,Customer Refusal,2022-04-01,08:00,07:12,,00:00,00:00,00:00,P,Kings,11213,Kings,11229,0.0
11725,42777,FA1,E-Hail,Customer Refusal,2022-04-01,08:00,08:50,,00:00,00:00,00:00,P,Kings,11213,Kings,11229,0.0
11730,52864,FA1,E-Hail,Customer Refusal,2022-04-01,13:45,13:10,,00:00,00:00,00:00,P,Queens,11355,New York,10037,0.0
11738,44292,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,12:05,,00:00,00:00,00:00,P,Kings,11234,Kings,11236,0.0
11744,36922,S,Broker,Authorized,2022-04-01,12:00,12:00,VBI,12:07,11:43,12:51,P,Bronx,10475,New York,10075,13.770000457763672
11747,24128,S,Primary,Completed,2022-04-01,07:00,06:59,GVC,06:47,06:43,07:49,P,Queens,11412,Kings,11201,11.960000038146973
11752,33786,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,09:13,,00:00,00:00,00:00,P,Queens,11355,New York,10002,0.0
11763,21804,S,Broker,Authorized,2022-04-01,14:00,14:00,VBG,14:21,14:17,15:47,P,New York,10019,Kings,11203,11.619999885559082
11766,12158,S,Primary,Completed,2022-04-01,16:00,16:27,MAG,17:31,17:09,17:46,P,Queens,11375,Queens,11375,0.4699999988079071
11782,34512,S,Primary,Completed,2022-04-01,09:00,09:25,PTC,09:09,09:09,09:36,P,Queens,11413,Queens,11422,1.3799999952316284
11793,27737,S,Broker,Authorized,2022-04-01,06:15,06:15,VBG,06:20,06:16,08:01,P,Kings,11212,New York,10024,11.729999542236328
11805,36922,S,Broker,Authorized,2022-04-01,16:00,16:00,VBI,00:00,00:00,00:00,P,New York,10075,Bronx,10475,13.770000457763672
11810,29559,S,Broker,Authorized,2022-04-01,22:00,22:11,VBH,00:00,00:00,00:00,P,Kings,11236,Kings,11213,4.190000057220459
11820,44400,CX,Broker,Early Cancel,2022-04-01,07:30,07:30,VBG,00:00,00:00,00:00,P,New York,10075,Kings,11230,10.8100004196167
11833,54617,CX,E-Hail,Early Cancel,2022-04-01,09:30,10:15,,00:00,00:00,00:00,P,New York,10002,New York,10002,0.0
11837,54225,CX,E-Hail,Early Cancel,2022-04-01,11:00,10:05,,00:00,00:00,00:00,P,Bronx County,10473,Bronx County,10461,0.0
11838,54225,S,E-Hail,Authorized,2022-04-01,12:32,12:25,ICP,12:18,12:07,12:57,P,Bronx County,10461,Bronx County,10473,2.880000114440918
11840,8513,S,Primary,Completed,2022-04-01,11:00,11:08,MAG,11:12,11:12,11:36,P,Kings,11231,Kings,11205,2.619999885559082
11845,13372,S,Broker,Authorized,2022-04-01,05:15,05:15,VBG,05:18,05:16,05:58,P,Queens,11363,New York,10022,13.59000015258789
11847,12158,CX,E-Hail,Early Cancel,2022-04-01,18:34,17:57,,00:00,00:00,00:00,P,Queens,11375,Queens,11368,0.0
11863,26711,FA1,E-Hail,Customer Refusal,2022-04-01,12:30,13:17,,00:00,00:00,00:00,P,Queens,11372,Queens,11101,0.0
11883,34410,S,Broker,Authorized,2022-04-01,16:00,16:00,VBG,16:36,16:36,18:03,P,New York,10017,Kings,11226,8.140000343322754
11884,48684,CX,E-Hail,Early Cancel,2022-04-01,06:45,05:54,,00:00,00:00,00:00,P,Kings,11201,Bronx,10453,0.0
11900,1075,S,Broker,Authorized,2022-04-01,10:00,09:52,VBG,10:16,10:15,10:30,P,Queens,11436,Queens,11434,1.7799999713897705
11909,54346,CX,E-Hail,Early Cancel,2022-04-01,15:30,14:40,,00:00,00:00,00:00,P,New York County,10013,Kings County,11228,0.0
11929,42033,FA1,E-Hail,Customer Refusal,2022-04-01,12:05,12:27,,00:00,00:00,00:00,P,New York,10033,Bronx,10457,0.0
11939,26861,S,Broker,Authorized,2022-04-01,11:45,11:45,VBG,11:58,11:52,12:07,P,Bronx,10467,Bronx,10467,1.6100000143051147
11940,52276,S,Broker,Authorized,2022-04-01,13:45,13:44,VBG,13:44,13:37,14:30,P,Kings,11207,New York,10029,10.210000038146973
11951,36050,CX,E-Hail,Early Cancel,2022-04-01,16:00,16:00,,00:00,00:00,00:00,P,Richmond,10312,New York,10001,0.0
11968,54346,CX,E-Hail,Early Cancel,2022-04-01,14:50,14:50,,00:00,00:00,00:00,P,New York County,10013,Kings County,11228,0.0
11987,36711,NSCNS,Primary,Customer no-show,2022-04-01,11:30,11:30,GVC,11:49,11:38,11:49,P,Queens,11432,Bronx,10475,14.199999809265137
11994,36050,S,Primary,Completed,2022-04-01,23:00,23:10,MVT,23:42,23:39,24:34,P,New York,10001,Richmond,10312,24.75
12006,37945,FA1,E-Hail,Customer Refusal,2022-04-01,12:40,13:12,,00:00,00:00,00:00,P,Kings,11207,Kings,11216,0.0
12007,36138,CX,E-Hail,Early Cancel,2022-04-01,00:00,00:00,,00:00,00:00,00:00,P,New York,10004,Richmond,10306,0.0
12014,51491,FA1,E-Hail,Customer Refusal,2022-04-01,16:15,16:59,,00:00,00:00,00:00,P,Queens,11362,New York,10035,0.0
13418,27244,CX,E-Hail,Early Cancel,2022-04-01,17:30,17:33,,00:00,00:00,00:00,P,Queens County,11375,Queens County,11101,0.0
13420,56139,FA1,E-Hail,Customer Refusal,2022-04-01,10:30,10:55,,00:00,00:00,00:00,P,Queens,11104,New York,10016,0.0
13431,5960,S,Broker,Authorized,2022-04-01,12:30,13:14,VBG,12:11,12:04,12:28,P,New York,10029,New York,10037,2.190000057220459
13462,33952,CX,E-Hail,Early Cancel,2022-04-01,09:00,09:52,,00:00,00:00,00:00,P,Queens,11432,Nassau,11001,0.0
13468,10061,S,Primary,Completed,2022-04-01,10:15,10:15,MAG,10:10,10:10,10:26,P,Queens,11040,Nassau,11001,2.0899999141693115
13470,56139,FA1,E-Hail,Customer Refusal,2022-04-01,12:45,12:03,,00:00,00:00,00:00,P,New York,10016,Queens,11104,0.0
13478,10061,S,Primary,Completed,2022-04-01,13:15,13:15,GVC,14:00,13:49,14:34,P,Nassau,11001,Queens,11434,6.150000095367432
13489,40568,FA1,E-Hail,Customer Refusal,2022-04-01,19:40,20:30,,00:00,00:00,00:00,P,Kings,11234,Kings,11234,0.0
13491,52462,FA1,E-Hail,Customer Refusal,2022-04-01,16:00,16:22,,00:00,00:00,00:00,P,Kings,11203,Kings,11216,0.0
13497,40568,S,Broker,Authorized,2022-04-01,19:41,19:40,VBG,00:00,19:48,20:05,P,Kings,11234,Kings,11234,0.9200000166893005
13514,33952,CX,E-Hail,Early Cancel,2022-04-01,09:10,09:09,,00:00,00:00,00:00,P,Queens,11432,Nassau,11001,0.0
13515,37664,NSCNS,E-Hail,Customer no-show,2022-04-01,11:00,11:17,ARA,10:56,10:46,10:56,P,Queens,11005,New York,10029,15.489999771118164
13521,24303,CX,E-Hail,Early Cancel,2022-04-01,20:00,20:35,,00:00,00:00,00:00,P,Bronx,10472,Bronx,10455,0.0
13524,21384,NSCNS,Broker,Customer no-show,2022-04-01,13:00,13:00,VBG,13:58,12:56,13:58,P,Kings,11236,Bronx,10467,21.049999237060547
13526,33952,CX,E-Hail,Early Cancel,2022-04-01,09:05,09:04,,00:00,00:00,00:00,P,Queens,11432,Nassau,11001,0.0
13554,54441,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:45,,00:00,00:00,00:00,P,Kings,11224,Kings,11235,0.0
13558,2256,S,Broker,Authorized,2022-04-01,10:30,10:29,VBG,10:40,10:40,11:35,P,Kings,11224,New York,10128,16.229999542236328
13561,47420,CX,E-Hail,Early Cancel,2022-04-01,12:00,12:06,,00:00,00:00,00:00,P,Kings,11212,Kings,11224,0.0
13566,54689,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,14:10,00:00,,00:00,00:00,00:00,P,Queens,11435,Queens,11436,0.0
13573,17802,CX,E-Hail,Early Cancel,2022-04-01,08:45,08:45,,00:00,00:00,00:00,P,Queens,11417,Queens,11414,0.0
13576,54388,S,Broker,Authorized,2022-04-01,06:30,06:30,VBG,00:00,00:00,07:15,P,Queens,11419,New York,10007,10.710000038146973
13577,54441,FA1,E-Hail,Customer Refusal,2022-04-01,12:15,13:07,,00:00,00:00,00:00,P,Kings,11235,Kings,11224,0.0
13581,33649,S,Broker,Authorized,2022-04-01,07:10,07:10,VBG,07:15,07:07,08:11,P,Queens,11434,Queens,11378,10.970000267028809
13584,17802,CX,E-Hail,Early Cancel,2022-04-01,11:15,11:14,,00:00,00:00,00:00,P,Queens,11414,Queens,11417,0.0
13605,54558,S,Broker,Authorized,2022-04-01,10:15,10:33,VBH,10:51,10:50,10:54,P,Kings,11215,New York,10017,7.409999847412109
13612,21614,CX,E-Hail,Early Cancel,2022-04-01,18:15,18:15,,00:00,00:00,00:00,P,New York County,10038,New York County,10030,0.0
13615,49407,TAXI,E-Hail,Authorized,2022-04-01,08:30,00:00,,00:00,00:00,00:00,P,Kings,11230,Kings,11210,0.0
13664,43961,S,Broker,Authorized,2022-04-01,08:08,08:45,VBG,09:20,00:00,09:45,P,Bronx County,10474,New York County,10029,4.320000171661377
13667,33221,CX,E-Hail,Early Cancel,2022-04-01,15:30,15:29,,00:00,00:00,00:00,P,Westchester County,10705,Queens County,11692,0.0
13684,57700,CX,E-Hail,Early Cancel,2022-04-01,20:00,00:00,,00:00,00:00,00:00,P,Queens,11368,New York,10010,0.0
13689,52875,CX,E-Hail,Early Cancel,2022-04-01,05:00,04:09,,00:00,00:00,00:00,A,New York,10128,New York,10001,0.0
13698,12329,CX,E-Hail,Early Cancel,2022-04-01,14:05,13:41,,00:00,00:00,00:00,P,Kings County,11212,New York County,10014,0.0
13700,26848,CX,E-Hail,Early Cancel,2022-04-01,08:20,08:46,,00:00,00:00,00:00,P,Bronx County,10454,New York County,10021,0.0
13707,19044,CX,E-Hail,Early Cancel,2022-04-01,17:10,17:09,,00:00,00:00,00:00,P,New York,10032,Bronx,10460,0.0
13710,37159,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,24:00,00:00,,00:00,00:00,00:00,P,Kings,11212,Kings,11236,0.0
13711,18528,CX,E-Hail,Early Cancel,2022-04-01,12:30,12:24,,00:00,00:00,00:00,P,Kings,11201,New York,10036,0.0
13714,6780,S,E-Hail,Authorized,2022-04-01,14:20,13:29,STA,13:58,13:23,15:13,P,Queens,11355,Kings,11220,17.3700008392334
8013,33898,CX_L,E-Hail,Late Cancel,2022-04-01,08:21,08:20,,00:00,00:00,00:00,P,Kings,11234,Kings County,11226,0.0
8018,30397,FA1,E-Hail,Customer Refusal,2022-04-01,08:38,07:46,,00:00,00:00,00:00,P,Queens,11419,Queens,11434,0.0
8035,12017,S,Primary,Completed,2022-04-01,16:30,16:30,MVT,16:21,16:21,17:07,P,New York,10036,Queens,11385,6.880000114440918
8044,24277,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,10:45,00:00,,00:00,00:00,00:00,P,Richmond,10314,New York,10016,0.0
8048,53677,FA1,E-Hail,Customer Refusal,2022-04-01,07:15,07:34,,00:00,00:00,00:00,P,Queens,11415,Queens,11434,0.0
8052,24716,NSCNS,Primary,Customer no-show,2022-04-01,10:15,10:15,ITA,10:24,10:02,10:24,P,New York,10029,Kings,11209,17.030000686645508
8058,57062,S,Broker,Authorized,2022-04-01,07:00,06:38,VBG,06:56,06:55,07:59,P,Queens,11356,Kings,11234,14.460000038146973
8065,43949,S,Broker,Authorized,2022-04-01,19:30,19:47,VBG,20:09,20:05,20:26,P,Bronx County,10454,New York County,10027,2.869999885559082
8070,40147,CX_L,E-Hail,Late Cancel,2022-04-01,08:30,08:48,,00:00,00:00,00:00,P,Kings,11233,Kings,11236,0.0
8082,56612,S,Broker,Authorized,2022-04-01,11:45,11:56,VBG,12:02,11:59,12:23,P,Bronx,10461,Bronx,10470,3.9600000381469727
8083,38233,CX,E-Hail,Early Cancel,2022-04-01,14:00,14:00,,00:00,00:00,00:00,P,Bronx,10461,Bronx,10467,0.0
8085,40147,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,12:17,,00:00,00:00,00:00,P,Kings,11236,Kings,11233,0.0
8087,33898,FA1,E-Hail,Customer Refusal,2022-04-01,15:08,14:29,,00:00,00:00,00:00,P,Kings County,11226,Kings,11234,0.0
8097,45578,S,Broker,Authorized,2022-04-01,17:45,18:32,VBG,18:57,18:53,19:59,P,Kings,11201,Bronx,10457,15.880000114440918
8100,3192,FA1,E-Hail,Customer Refusal,2022-04-01,19:00,18:25,,00:00,00:00,00:00,P,Richmond,10301,Queens,11432,0.0
8110,26037,CX,E-Hail,Early Cancel,2022-04-01,16:00,16:40,,00:00,00:00,00:00,P,Queens,11691,Bronx,10459,0.0
8111,44268,FA1,E-Hail,Customer Refusal,2022-04-01,17:30,18:17,,00:00,00:00,00:00,P,New York,10032,Bronx,10463,0.0
8119,36753,FA1,E-Hail,Customer Refusal,2022-04-01,25:45,24:50,,00:00,00:00,00:00,P,Kings,11239,Kings,11233,0.0
8124,21786,FA1,E-Hail,Customer Refusal,2022-04-01,13:00,12:05,,00:00,00:00,00:00,P,Bronx,10457,Bronx,10454,0.0
8125,56732,FA1,E-Hail,Customer Refusal,2022-04-01,16:30,17:22,,00:00,00:00,00:00,P,New York,10028,Queens,11420,0.0
8134,41176,S,Broker,Authorized,2022-04-01,10:30,10:39,VBG,00:00,10:57,11:16,P,Kings,11236,Kings,11203,2.430000066757202
8136,46150,CX_L,E-Hail,Late Cancel,2022-04-01,05:00,05:00,,00:00,00:00,00:00,P,New York,10024,Queens,11432,0.0
8140,40147,FA1,E-Hail,Customer Refusal,2022-04-01,13:05,13:39,,00:00,00:00,00:00,P,Kings,11236,Kings,11233,0.0
8148,41750,CX,E-Hail,Early Cancel,2022-04-01,10:00,09:59,,00:00,00:00,00:00,P,Bronx,10453,New York,10027,0.0
8149,22766,TAXI,E-Hail,Authorized,2022-04-01,20:00,00:00,,00:00,00:00,00:00,P,New York,10019,New York,10024,0.0
8160,54315,FA1,E-Hail,Customer Refusal,2022-04-01,12:45,13:02,,00:00,00:00,00:00,P,New York,10034,New York,10033,0.0
8161,11174,TAXI,E-Hail,Authorized,2022-04-01,14:00,00:00,,00:00,00:00,00:00,P,Kings,11213,Kings,11213,0.0
8171,54715,CX,E-Hail,Early Cancel,2022-04-01,11:30,10:13,,00:00,00:00,00:00,A,New York,10001,Bronx,10461,0.0
8177,12700,S,Broker,Authorized,2022-04-01,08:45,08:36,VBG,09:00,08:59,09:54,P,Kings,11208,New York,10038,9.210000038146973
8178,10382,TAXI,E-Hail,Authorized,2022-04-01,16:30,16:29,,00:00,00:00,00:00,P,Bronx,10475,Richmond,10303,0.0
8182,12046,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,09:42,,00:00,00:00,00:00,P,Bronx,10461,New York,10003,0.0
8190,50880,CX,E-Hail,Early Cancel,2022-04-01,21:55,21:00,,00:00,00:00,00:00,P,New York County,10036,Queens County,11375,0.0
8198,12046,S,Broker,Authorized,2022-04-01,09:15,09:22,VBG,09:49,09:47,10:59,P,Bronx,10461,New York,10003,16.18000030517578
8207,10272,CX,E-Hail,Early Cancel,2022-04-01,14:45,14:45,,00:00,00:00,00:00,P,Queens,11428,Queens,11414,0.0
8209,46150,TAXI,E-Hail,Authorized,2022-04-01,21:30,00:00,,00:00,00:00,00:00,P,New York,10023,New York,10024,0.0
8219,31184,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,12:00,,00:00,00:00,00:00,P,New York,10024,New York,10022,0.0
8233,29371,S,E-Hail,Authorized,2022-04-01,14:30,14:37,ISA,15:09,15:04,15:46,P,Richmond,10310,Richmond,10306,5.300000190734863
12357,2776,S,E-Hail,Authorized,2022-04-01,09:45,09:45,STA,09:51,09:49,10:05,P,Bronx,10473,Bronx,10461,3.190000057220459
12361,41438,S,Broker,Authorized,2022-04-01,07:45,06:51,VBG,06:55,06:45,07:07,A,New York,10030,Bronx,10456,2.75
12365,22320,S,Broker,Authorized,2022-04-01,10:30,10:37,VBH,10:57,00:00,11:32,P,New York,10029,Bronx,10460,6.550000190734863
12377,9724,S,Primary,Completed,2022-04-01,14:48,14:48,MAG,15:41,15:38,16:13,P,Kings,11206,Kings,11233,3.4600000381469727
12380,47775,FA1,E-Hail,Customer Refusal,2022-04-01,18:30,18:48,,00:00,00:00,00:00,P,Bronx,10461,New York,10025,0.0
12386,14364,CX,E-Hail,Early Cancel,2022-04-01,09:30,09:40,,00:00,00:00,00:00,P,Queens,11412,Queens,11411,0.0
12393,41438,FA1,E-Hail,Customer Refusal,2022-04-01,14:30,13:58,,00:00,00:00,00:00,P,Bronx,10456,New York,10030,0.0
12398,54269,CX,E-Hail,Early Cancel,2022-04-01,16:45,16:09,,00:00,00:00,00:00,P,Kings,11208,Kings,11218,0.0
12403,42761,S,Broker,Authorized,2022-04-01,10:15,10:36,VBG,00:00,10:26,10:39,P,Queens,11420,Queens,11434,1.7000000476837158
12406,14364,S,Broker,Authorized,2022-04-01,09:26,09:40,VBG,09:42,09:41,09:48,P,Queens,11412,Queens,11411,0.47999998927116394
12411,13141,CX,E-Hail,Early Cancel,2022-04-01,15:30,15:45,,00:00,00:00,00:00,P,Bronx,10462,Bronx,10467,0.0
12433,822,S,Broker,Authorized,2022-04-01,09:30,08:19,VBG,08:49,08:48,09:23,A,Kings County,11209,Kings County,11210,4.820000171661377
12437,56772,CX,E-Hail,Early Cancel,2022-04-01,10:00,10:00,,00:00,00:00,00:00,P,Bronx,10452,Bronx,10461,0.0
12450,55786,FA1,E-Hail,Customer Refusal,2022-04-01,15:30,14:35,,00:00,00:00,00:00,P,Bronx,10461,Bronx,10461,0.0
12460,52910,FA1,E-Hail,Customer Refusal,2022-04-01,10:30,11:23,,00:00,00:00,00:00,P,Bronx,10462,Bronx,10451,0.0
12474,55786,S,Broker,Authorized,2022-04-01,15:30,16:04,VBG,00:00,16:16,16:25,P,Bronx,10461,Bronx,10461,0.6600000262260437
12477,52910,CX,E-Hail,Early Cancel,2022-04-01,10:20,10:20,,00:00,00:00,00:00,P,Bronx,10462,Bronx,10451,0.0
12481,2686,FA1,E-Hail,Customer Refusal,2022-04-01,08:30,08:30,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10461,0.0
12483,25284,CX,E-Hail,Early Cancel,2022-04-01,15:00,14:36,,00:00,00:00,00:00,P,Richmond,10310,Queens,11102,0.0
12484,9109,TAXI,E-Hail,Authorized,2022-04-01,13:30,00:00,,00:00,00:00,00:00,P,Queens,11373,Queens,11426,0.0
12488,52910,CX,E-Hail,Early Cancel,2022-04-01,20:00,20:00,,00:00,00:00,00:00,P,Bronx,10451,Bronx,10462,0.0
12493,2686,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,08:41,,00:00,00:00,00:00,P,Bronx,10467,Bronx,10461,0.0
12498,51119,FA1,E-Hail,Customer Refusal,2022-04-01,12:00,11:42,,00:00,00:00,00:00,P,Kings,11203,Kings,11229,0.0
12521,46864,S,Primary,Completed,2022-04-01,12:00,12:00,GVC,12:21,12:16,12:53,P,New York,10025,New York,10019,3.690000057220459
12525,37461,CX,E-Hail,Early Cancel,2022-04-01,16:00,15:59,,00:00,00:00,00:00,P,Bronx,10472,Kings,11226,0.0
12545,54689,S,Broker,Authorized,2022-04-01,06:45,06:45,VBG,06:49,06:44,07:33,P,Kings,11236,Kings,11217,8.420000076293945
12547,20374,FA1,E-Hail,Customer Refusal,2022-04-01,10:40,09:35,,00:00,00:00,00:00,A,Queens,11428,Queens,11691,0.0
12550,33914,S,Broker,Authorized,2022-04-01,21:00,21:00,VBH,20:57,00:00,21:38,P,Queens,11419,Queens,11692,8.069999694824219
12551,20214,FA1,E-Hail,Customer Refusal,2022-04-01,11:00,11:46,,00:00,00:00,00:00,P,Kings,11217,New York,10027,0.0
12562,49570,CX_L,E-Hail,Late Cancel,2022-04-01,07:40,07:40,,00:00,00:00,00:00,P,Bronx,10452,New York,10010,0.0
12570,48572,CX_L,E-Hail,Late Cancel,2022-04-01,11:00,11:08,,00:00,00:00,00:00,P,Kings,11208,Kings,11239,0.0
12571,2686,FA1,E-Hail,Customer Refusal,2022-04-01,13:15,12:20,,00:00,00:00,00:00,P,Bronx,10461,Bronx,10467,0.0
12598,16845,NSCNS,Primary,Customer no-show,2022-04-01,16:15,16:15,GVC,16:26,16:18,16:26,P,Bronx,10467,Bronx,10452,5.730000019073486
12599,54538,FA1,E-Hail,Customer Refusal,2022-04-01,10:00,10:11,,00:00,00:00,00:00,P,New York,10033,New York,10021,0.0
12608,55932,S,Broker,Authorized,2022-04-01,09:30,09:41,VBI,09:53,09:51,09:56,P,Queens,11435,Queens,11418,0.6299999952316284
12613,34521,TAXI,E-Hail,Authorized,2022-04-01,12:15,00:00,,00:00,00:00,00:00,P,Queens,11429,Queens,11423,0.0
12618,56558,FA1,E-Hail,Customer Refusal,2022-04-01,21:00,21:00,,00:00,00:00,00:00,P,New York,10036,Kings,11207,0.0
12622,36407,S,Broker,Authorized,2022-04-01,18:00,18:08,VBG,18:18,18:11,19:49,P,Kings,11235,New York,10014,13.5600004196167
12020,10534,FA1,E-Hail,Customer Refusal,2022-04-01,14:30,13:35,,00:00,00:00,00:00,P,New York,10001,Queens,11411,0.0
12021,16443,FA1,E-Hail,Customer Refusal,2022-04-01,10:15,09:28,,00:00,00:00,00:00,P,Richmond,10310,Richmond,10306,0.0
12022,36050,S,Primary,Completed,2022-04-01,16:00,16:00,MVP,16:07,16:06,17:58,P,Richmond,10312,New York,10001,24.75
12060,3618,FA1,E-Hail,Customer Refusal,2022-04-01,19:40,20:33,,00:00,00:00,00:00,P,Queens,11371,Bronx,10475,0.0
12067,46411,S,E-Hail,Authorized,2022-04-01,12:30,12:30,ARA,12:48,12:44,13:40,P,Kings,11226,Queens,11355,13.630000114440918
12077,6781,FA1,E-Hail,Customer Refusal,2022-04-01,09:45,10:00,,00:00,00:00,00:00,P,Kings,11236,New York,10032,0.0
12078,23789,S,E-Hail,Authorized,2022-04-01,20:30,20:30,ARA,20:17,20:11,20:32,P,Bronx,10452,New York,10032,1.2100000381469727
12095,8640,FA1,E-Hail,Customer Refusal,2022-04-01,07:00,07:40,,00:00,00:00,00:00,P,New York,10031,Bronx,10454,0.0
12096,50470,FA1,E-Hail,Customer Refusal,2022-04-01,06:30,06:30,,00:00,00:00,00:00,P,Bronx,10460,New York,10025,0.0
12110,42327,S,E-Hail,Authorized,2022-04-01,10:48,10:47,STA,10:52,10:51,11:19,P,Bronx,10461,Bronx,10453,3.0399999618530273
12112,32446,CX,E-Hail,Early Cancel,2022-04-01,10:00,10:00,,00:00,00:00,00:00,P,Richmond,10301,Kings,11238,0.0
12130,17230,CX_L,E-Hail,Late Cancel,2022-04-01,06:00,06:00,,00:00,00:00,00:00,P,Kings,11226,Kings,11201,0.0
12131,55406,S,Broker,Authorized,2022-04-01,09:00,09:21,VBH,09:25,09:24,10:14,P,Kings,11234,New York,10028,12.010000228881836
12139,12879,CX_L,E-Hail,Late Cancel,2022-04-01,11:00,11:00,,00:00,00:00,00:00,P,Kings,11208,Kings,11208,0.0
12142,27407,NSCNS,Broker,Customer no-show,2022-04-01,11:15,11:15,VBH,12:41,11:12,12:41,P,Kings,11224,Kings,11203,8.890000343322754
12152,11747,CX,E-Hail,Early Cancel,2022-04-01,10:35,10:34,,00:00,00:00,00:00,P,Kings,11237,Queens,11385,0.0
12167,30699,S,Broker,Authorized,2022-04-01,08:30,07:11,VBH,08:12,07:11,08:29,A,Queens,11415,Kings,11211,6.849999904632568
12182,27789,S,E-Hail,Authorized,2022-04-01,15:00,14:59,STA,15:27,15:23,15:40,P,Bronx,10471,Bronx,10467,3.390000104904175
12197,41259,S,E-Hail,Authorized,2022-04-01,16:30,15:35,ISH,15:41,15:40,15:47,P,Richmond,10310,Richmond,10310,1.0299999713897705
12202,50199,S,Broker,Authorized,2022-04-01,12:00,12:05,VBG,11:57,11:57,12:39,P,Kings,11221,Kings,11234,6.409999847412109
12205,53139,S,E-Hail,Authorized,2022-04-01,15:30,15:30,ARA,15:16,15:13,16:36,P,New York,10037,Queens,11691,24.3700008392334
12213,17525,S,Primary,Completed,2022-04-01,06:30,06:30,ITA,06:46,06:34,07:12,P,Kings,11216,New York,10038,4.610000133514404
12230,31296,TAXI,E-Hail,Authorized,2022-04-01,14:00,00:00,,00:00,00:00,00:00,P,Kings,11205,Kings,11219,0.0
12236,17781,S,Primary,Completed,2022-04-01,10:30,10:29,ITA,10:38,10:35,11:43,P,Queens,11429,Kings,11201,13.699999809265137
12243,10381,S,Primary,Completed,2022-04-01,22:45,22:44,PTC,22:35,22:35,23:48,P,Queens,11106,Queens,11433,11.59000015258789
12247,48864,FA1,E-Hail,Customer Refusal,2022-04-01,08:10,08:50,,00:00,00:00,00:00,P,New York,10036,New York,10003,0.0
12277,34349,S,Broker,Authorized,2022-04-01,16:30,16:29,VBI,16:38,16:38,17:12,P,New York County,10027,Bronx,10456,3.3499999046325684
12280,17781,S,Broker,Authorized,2022-04-01,14:00,14:00,VBG,14:05,14:05,15:34,P,Kings,11201,Queens,11429,13.699999809265137
12286,29278,FA1,E-Hail,Customer Refusal,2022-04-01,09:30,10:18,,00:00,00:00,00:00,P,Bronx,10463,New York,10036,0.0
12326,50199,DELETED,Deleted,Fixed Route-Exclude,2022-04-01,17:00,00:00,,00:00,00:00,00:00,P,Kings,11234,Kings,11221,0.0
12327,40306,S,E-Hail,Authorized,2022-04-01,17:00,16:59,STA,16:58,16:56,17:27,P,New York,10032,New York,10001,8.449999809265137
